mot,type,MLP total global,MLP 2011,MLP 2012,MLP 2013,total MLP radio,MLP discours,MLP TV,MLP radio 2011,MLP radio 2012,MLP radio 2013,MLP discours 2011,MLP discours 2012,MLP discours 2013,MLP TV 2011,MLP TV 2012,MLP TV 2013
vote : droit de vote,sye,12,9,3,,4,8,,3,1,,6,2,,,,
vote : droit de vote des étranger,sye,14,6,8,,5,6,3,2,3,,4,2,,,3,
vote : intention de vote,sye,2,,2,,1,1,,,1,,,1,,,,
vue : point de vue,sye,5,1,3,1,,5,,,,,1,3,1,,,
xénophilie : classe politique de la xénophilie,sye,2,1,1,,,2,,,,,1,1,,,,
y(n') : c'est qu'il n'y,sye,5,1,3,1,3,,2,,2,1,,,,1,1,
y(n') : puisqu'il n'y,sye,2,2,,,1,,1,1,,,,,,1,,
y(n') : qu'il n'y,sye,30,11,14,5,19,8,3,8,8,3,2,4,2,1,2,
y(n') : s'il n'y,sye,3,1,2,,3,,,1,2,,,,,,,
zone : compatriote des zone rural,sye,2,,2,,,1,1,,,,,1,,,1,
zone : pays de la zone euro,sye,3,2,,1,,3,,,,,2,,1,,,
1er janvier,syt,3,,,3,,3,,,,,,,3,,,
1er mai,syt,4,2,2,,4,,,2,2,,,,,,,
5ème puissance,syt,3,1,2,,,3,,,,,1,2,,,,
à(qu') des symbole,syt,2,,2,,2,,,,2,,,,,,,
à(qu') l'aune,syt,2,1,1,,,2,,,,,1,1,,,,
à(qu') l'échelon,syt,2,2,,,,2,,,,,2,,,,,
abandon(l') progressif,syt,2,,2,,,2,,,,,,2,,,,
abnégation sans faille,syt,2,1,1,,,2,,,,,1,1,,,,
abord(d') français,syt,2,,2,,1,1,,,1,,,1,,,,
abstention fort,syt,2,1,1,,,2,,,,,1,1,,,,
accès prioritaire,syt,2,1,1,,1,1,,1,,,,1,,,,
accord bilatéral,syt,2,1,1,,,2,,,,,1,1,,,,
accord(l') passer par l'ump,syt,2,1,1,,,2,,,,,1,1,,,,
acquisition automatique de la nationalité,syt,3,1,1,1,2,1,,,1,1,1,,,,,
acquisition(l') automatique de la nationalité,syt,2,2,,,2,,,2,,,,,,,,
acquisition(l') de la nationalité,syt,2,1,1,,1,1,,1,,,,1,,,,
acte administratif,syt,2,1,1,,2,,,1,1,,,,,,,
acte légal,syt,3,,,3,,,3,,,,,,,,,3
acte politique,syt,2,1,1,,2,,,1,1,,,,,,,
acte qu'il,syt,2,1,1,,,,2,,,,,,,1,1,
acteur économique,syt,3,1,2,,,2,1,,,,1,1,,,1,
action départemental,syt,2,1,1,,,2,,,,,1,1,,,,
action politique,syt,2,2,,,1,1,,1,,,1,,,,,
action(l') politique,syt,2,1,,1,,2,,,,,1,,1,,,
action(l') public,syt,3,,3,,,3,,,,,,3,,,,
activité tennis,syt,2,1,1,,,2,,,,,1,1,,,,
activité(l') économique,syt,2,2,,,1,1,,1,,,1,,,,,
actualité(l') du gouvernement,syt,2,1,1,,,2,,,,,1,1,,,,
adhérent de l'ump,syt,2,,2,,1,,1,,1,,,,,,1,
administration(l') américain,syt,2,1,1,,,2,,,,,1,1,,,,
adulte responsable,syt,2,,2,,1,1,,,1,,,1,,,,
affaire de l'epad,syt,2,1,1,,,2,,,,,1,1,,,,
affaire de l'etat,syt,2,,1,1,,2,,,,,,1,1,,,
affaire des cigare,syt,2,1,1,,,2,,,,,1,1,,,,
affaire grave de fraude fiscal,syt,2,1,1,,,2,,,,,1,1,,,,
affaire social,syt,2,2,,,,1,1,,,,1,,,1,,
affiche des dépense de personnel,syt,2,1,1,,,2,,,,,1,1,,,,
agence de notation,syt,7,3,4,,,7,,,,,3,4,,,,
agent public,syt,2,1,1,,,2,,,,,1,1,,,,
agitation médiatique,syt,2,,2,,,2,,,,,,2,,,,
aide aujourd'hui menacer,syt,2,1,1,,,2,,,,,1,1,,,,
aide social,syt,23,10,11,2,4,16,3,2,2,,6,8,2,2,1,
ailleur(d') –,syt,2,1,1,,2,,,1,1,,,,,,,
ailleur(d') l'ump,syt,2,,,2,1,,1,,,1,,,,,,1
air(l') d'être,syt,2,,1,1,2,,,,1,1,,,,,,
allant jusqu'à,syt,2,,2,,,1,1,,,,,1,,,1,
allocation familial,syt,4,4,,,2,1,1,2,,,1,,,1,,
allocation(l') de solidarité,syt,2,1,1,,,2,,,,,1,1,,,,
ami du pouvoir,syt,4,3,1,,,4,,,,,3,1,,,,
ami sur l'origine profond,syt,2,1,1,,,2,,,,,1,1,,,,
amour de la patrie,syt,2,1,,1,,2,,,,,1,,1,,,
amour(l') immodéré,syt,2,1,1,,,2,,,,,1,1,,,,
ampleur grand *,syt,3,1,1,1,,3,,,,,1,1,1,,,
anonyme de la mondialisation,syt,2,,2,,,2,,,,,,2,,,,
apercevoir(s') qu'il,syt,2,,2,,1,,1,,1,,,,,,1,
appareil politique,syt,2,1,1,,2,,,1,1,,,,,,,
appareil(l') d'etat,syt,2,1,1,,,2,,,,,1,1,,,,
appelle(s') l'esclavage,syt,2,,2,,,,2,,,,,,,,2,
apporte(j') des solution,syt,2,,,2,2,,,,,2,,,,,,
approbation(l') d'une gauche,syt,2,1,1,,,2,,,,,1,1,,,,
argent public,syt,2,2,,,,2,,,,,2,,,,,
arme chimique,syt,2,,,2,2,,,,,2,,,,,,
arme de destruction massif irakien,syt,2,1,,1,1,1,,,,1,1,,,,,
arme égal,syt,2,,1,1,,2,,,,,,1,1,,,
arme politique,syt,2,,1,1,1,1,,,,1,,1,,,,
arrangement en catimini,syt,2,1,1,,,2,,,,,1,1,,,,
arrangement(l') secret,syt,2,1,1,,,2,,,,,1,1,,,,
arrosage(l') financier de kyrielle,syt,2,1,1,,,2,,,,,1,1,,,,
ascenseur(l') social,syt,6,,6,,1,5,,,1,,,5,,,,
aspect symbolique,syt,3,3,,,3,,,3,,,,,,,,
aspiration de l'opinion,syt,2,1,1,,,2,,,,,1,1,,,,
assemblée départemental,syt,2,1,1,,,2,,,,,1,1,,,,
assemblée politique,syt,2,1,1,,,2,,,,,1,1,,,,
assimilation(d') des étranger,syt,2,,2,,,2,,,,,,2,,,,
association communautariste,syt,6,2,1,3,3,1,2,,,3,1,,,1,1,
atout extraordinaire,syt,2,2,,,2,,,2,,,,,,,,
attribution(l') des logement,syt,2,1,1,,,2,,,,,1,1,,,,
au-delà des discours,syt,2,1,1,,,1,1,,,,1,,,,1,
au-delà des mesure politique,syt,2,1,1,,,2,,,,,1,1,,,,
au-delà des mot,syt,2,,2,,1,1,,,1,,,1,,,,
augmentation spectaculaire des prix,syt,2,1,,1,1,,1,1,,,,,,,,1
augmentation(l') du coût du service,syt,2,1,1,,,2,,,,,1,1,,,,
aujourd'hui –,syt,2,1,1,,2,,,1,1,,,,,,,
aujourd'hui affaire,syt,2,1,1,,,2,,,,,1,1,,,,
aujourd'hui l'heure du combat,syt,2,1,1,,,2,,,,,1,1,,,,
aujourd'hui qu'il,syt,2,1,,1,2,,,1,,1,,,,,,
autorité de l'etat,syt,2,,2,,,2,,,,,,2,,,,
autorité moral,syt,2,2,,,,2,,,,,2,,,,,
autorité public,syt,3,,3,,,3,,,,,,3,,,,
autre(d') solution,syt,4,1,3,,1,2,1,1,,,,2,,,1,
autre(l') côté,syt,4,,3,1,3,1,,,2,1,,1,,,,
autre(l') sens,syt,2,2,,,2,,,2,,,,,,,,
autres(d') domaine,syt,2,2,,,1,1,,1,,,1,,,,,
autres(d') pays,syt,8,2,2,4,3,3,2,,1,2,1,,2,1,1,
autres(d') solution,syt,2,,2,,,2,,,,,,2,,,,
avantage fiscal,syt,2,2,,,2,,,2,,,,,,,,
avenir français,syt,3,1,1,1,1,2,,,,1,1,1,,,,
avenir qu'on,syt,2,2,,,,2,,,,,2,,,,,
aventure collectif,syt,2,2,,,,2,,,,,2,,,,,
avoir(d') des élu,syt,2,1,1,,2,,,1,1,,,,,,,
avoir(d') des représentant,syt,3,,3,,3,,,,3,,,,,,,
avoir(d') mettre,syt,2,,,2,1,,1,,,1,,,,,,1
axe de campagne,syt,2,1,1,,,2,,,,,1,1,,,,
axe stratégique,syt,2,2,,,2,,,2,,,,,,,,
baguette magique,syt,3,1,1,1,1,2,,,1,,1,,1,,,
bail emphytéotique,syt,2,1,1,,1,1,,,1,,1,,,,,
baisse des allocation familial,syt,3,3,,,1,1,1,1,,,1,,,1,,
baisse des heure d'allocation personnaliser d'autonomie,syt,2,1,1,,,2,,,,,1,1,,,,
baisse des indemnité chômage,syt,3,1,1,1,1,,2,,1,,,,,1,,1
baisse des retraite,syt,2,,2,,1,,1,,1,,,,,,1,
baisse des salaire,syt,6,3,3,,2,2,2,2,,,,2,,1,1,
baisse immédiat,syt,3,1,2,,1,2,,,1,,1,1,,,,
balance commercial,syt,7,3,4,,6,1,,2,4,,1,,,,,
banlieue français,syt,4,1,3,,1,2,1,1,,,,2,,,1,
banque d'affaire,syt,7,3,,4,2,4,1,2,,,1,,3,,,1
banque de dépôt,syt,7,2,3,2,2,4,1,2,,,,3,1,,,1
banque français,syt,2,,,2,2,,,,,2,,,,,,
banque spéculatif,syt,3,,3,,1,2,,,1,,,2,,,,
banquet des grand donateur,syt,2,1,1,,,2,,,,,1,1,,,,
baronnie local,syt,2,1,1,,,2,,,,,1,1,,,,
base solide,syt,2,1,,1,,2,,,,,1,,1,,,
bassin de santé,syt,2,,2,,1,1,,,1,,,1,,,,
bénéfice de la sortie de l'euro,syt,2,,2,,,,2,,,,,,,,2,
bénéfice des grand groupe,syt,4,3,1,,3,1,,2,1,,1,,,,,
bénéfice exclusif,syt,3,1,,2,1,2,,,,1,1,,1,,,
bénéfice grand *,syt,3,3,,,,3,,,,,3,,,,,
besoin d'autoriter,syt,2,,1,1,,2,,,,,,1,1,,,
besoin de la bipolarisation,syt,2,2,,,2,,,2,,,,,,,,
biais détourner,syt,2,,1,1,1,1,,,,1,,1,,,,
binôme interchangeable,syt,2,1,1,,,2,,,,,1,1,,,,
bipolarisation de la vie politique,syt,2,,1,1,1,1,,,1,,,,1,,,
bon moyen,syt,2,,1,1,2,,,,1,1,,,,,,
bonne polémique,syt,2,2,,,,,2,,,,,,,2,,
bord du chemin,syt,2,1,1,,,2,,,,,1,1,,,,
bord politique,syt,2,,,2,1,,1,,,1,,,,,,1
bouclier patriotique,syt,14,,14,,,14,,,,,,14,,,,
bout de chandelle,syt,3,,3,,,1,2,,,,,1,,,2,
bout de course,syt,2,,1,1,1,1,,,1,,,,1,,,
bout du système,syt,2,2,,,2,,,2,,,,,,,,
budget constant,syt,2,2,,,2,,,2,,,,,,,,
budget de communication,syt,2,1,1,,,2,,,,,1,1,,,,
budget des conseil général,syt,2,1,1,,,2,,,,,1,1,,,,
budget primitif des conseil général,syt,2,1,1,,,2,,,,,1,1,,,,
bulletin de vote,syt,2,,2,,,2,,,,,,2,,,,
bureau politique,syt,2,,,2,2,,,,,2,,,,,,
but de la manœuvre,syt,2,1,1,,,2,,,,,1,1,,,,
cabinet ministériel,syt,3,1,2,,,2,1,,,,1,1,,,1,
câble de circulation,syt,2,,2,,,,2,,,,,,,,2,
cacique de la classe politique,syt,2,1,1,,,2,,,,,1,1,,,,
cadre national,syt,2,1,1,,,1,1,,,,,1,,1,,
caméra de télévision,syt,6,2,4,,2,4,,1,1,,1,3,,,,
camp de rom,syt,3,2,1,,,3,,,,,2,1,,,,
camp des patriote,syt,3,,,3,,3,,,,,,,3,,,
campagne de publicité qu'il s'offre,syt,2,1,1,,,2,,,,,1,1,,,,
campagne électoral,syt,8,2,5,1,1,7,,1,,,1,5,1,,,
campagne français,syt,3,2,1,,,3,,,,,2,1,,,,
campagne interne,syt,7,4,2,1,2,4,1,1,1,,3,,1,,1,
campagne présidentiel,syt,25,9,15,1,6,10,9,2,4,,5,5,,2,6,1
candidat de l'ump,syt,3,,3,,,2,1,,,,,2,,,1,
candidat du système,syt,3,,3,,,3,,,,,,3,,,,
candidat faussaire,syt,3,3,,,,3,,,,,3,,,,,
candidat grand *,syt,4,,4,,,4,,,,,,4,,,,
candidat hors système,syt,2,,2,,,2,,,,,,2,,,,
candidat interchangeable,syt,2,2,,,,2,,,,,2,,,,,
candidat mondialiste,syt,2,2,,,1,,1,1,,,,,,1,,
candidat national,syt,4,4,,,3,,1,3,,,,,,1,,
candidat socialiste,syt,4,,4,,3,,1,,3,,,,,,1,
candidate à l'élection présidentiel,syt,3,1,2,,,2,1,,,,,2,,1,,
candidature à l'élection présidentiel,syt,2,,2,,1,1,,,1,,,1,,,,
candidature fantaisiste,syt,4,2,2,,4,,,2,2,,,,,,,
cantine scolaire,syt,4,2,1,1,,4,,,,,2,1,1,,,
capacité collectif,syt,2,1,,1,,2,,,,,1,,1,,,
capitalisation boursier,syt,4,,4,,2,1,1,,2,,,1,,,1,
car scolaire,syt,2,1,1,,,2,,,,,1,1,,,,
carcan de l'euro,syt,3,1,2,,2,,1,,2,,,,,1,,
carte de séjour,syt,3,2,1,,,3,,,,,2,1,,,,
carte vital,syt,4,4,,,4,,,4,,,,,,,,
carte vital en circulation,syt,2,2,,,2,,,2,,,,,,,,
cas aujourd'hui,syt,9,5,4,,4,2,3,4,,,1,1,,,3,
cas d'ailleur,syt,3,,3,,1,,2,,1,,,,,,2,
cas de figure,syt,2,,2,,2,,,,2,,,,,,,
cas des petite commun rural,syt,2,1,1,,,2,,,,,1,1,,,,
cas par cas,syt,2,1,1,,2,,,1,1,,,,,,,
cas unique,syt,2,,2,,,2,,,,,,2,,,,
casier judiciaire,syt,3,,2,1,2,1,,,1,1,,1,,,,
casse social,syt,2,1,1,,,,2,,,,,,,1,1,
caste de potentat,syt,2,1,1,,,2,,,,,1,1,,,,
caste politique,syt,5,2,3,,,3,2,,,,2,1,,,2,
cataclysme financier,syt,3,1,2,,1,1,1,1,,,,1,,,1,
catastrophe économique,syt,2,,2,,,,2,,,,,,,,2,
catastrophe naturel,syt,2,1,1,,,2,,,,,1,1,,,,
cellule protecteur,syt,2,,,2,,2,,,,,,,2,,,
cénacle des oligarque,syt,2,1,1,,,2,,,,,1,1,,,,
centre communal d'action,syt,2,1,1,,,2,,,,,1,1,,,,
centre du jeu,syt,2,1,1,,,2,,,,,1,1,,,,
centre fermer,syt,2,1,1,,1,,1,1,,,,,,,1,
centre hospitalier,syt,2,1,1,,,2,,,,,1,1,,,,
centre ouvrir,syt,2,1,1,,2,,,1,1,,,,,,,
centre semi-ouverts,syt,2,1,1,,1,,1,1,,,,,,,1,
centre ville,syt,2,2,,,,2,,,,,2,,,,,
cercle vertueux,syt,4,1,2,1,1,3,,,1,,1,1,1,,,
cercle vicieux,syt,2,,2,,2,,,,2,,,,,,,
champ libre,syt,2,1,1,,,2,,,,,1,1,,,,
chance d'être,syt,2,,2,,1,,1,,1,,,,,,1,
changement c'est,syt,2,,2,,,2,,,,,,2,,,,
changement grand *,syt,2,,2,,1,,1,,1,,,,,,1,
charge de la communauté national,syt,2,,2,,,,2,,,,,,,,2,
charge des entreprise,syt,2,,2,,2,,,,2,,,,,,,
charge des personne dépendant,syt,2,1,1,,,2,,,,,1,1,,,,
charge patronal,syt,3,,3,,1,2,,,1,,,2,,,,
charge social,syt,2,,2,,,2,,,,,,2,,,,
chasse garder,syt,4,2,2,,,4,,,,,2,2,,,,
chèque premier logement,syt,3,,3,,,3,,,,,,3,,,,
chiffre d'affaire,syt,3,,3,,1,1,1,,1,,,1,,,1,
chiffre de l'immigration,syt,5,3,2,,1,2,2,1,,,1,1,,1,1,
choix absurde,syt,2,1,1,,,2,,,,,1,1,,,,
choix économique,syt,7,4,3,,3,,4,3,,,,,,1,3,
choix fondamental,syt,3,,2,1,,3,,,,,,2,1,,,
choix grand *,syt,6,4,2,,4,1,1,4,,,,1,,,1,
choix politique,syt,9,5,2,2,4,3,2,3,,1,1,1,1,1,1,
chômage de long durée,syt,2,1,1,,,,2,,,,,,,1,1,
chômage de masse,syt,12,6,3,3,4,7,1,2,1,1,3,2,2,1,,
chômage des jeune,syt,2,2,,,,2,,,,,2,,,,,
chose qu'il,syt,4,1,2,1,2,1,1,,1,1,,1,,1,,
cible privilégier,syt,2,1,1,,,2,,,,,1,1,,,,
circulation des capital,syt,2,,1,1,2,,,,1,1,,,,,,
citoyen français,syt,7,1,1,5,2,5,,1,,1,,1,4,,,
citoyen transparent,syt,2,2,,,2,,,2,,,,,,,,
civilisation français,syt,2,1,1,,,2,,,,,1,1,,,,
classe dirigeant,syt,2,2,,,,2,,,,,2,,,,,
classe moyen,syt,46,15,31,,15,30,1,8,7,,6,24,,1,,
classe politique,syt,39,16,12,11,12,17,10,2,5,5,7,4,6,7,3,
classe politique de la xénophilie,syt,2,1,1,,,2,,,,,1,1,,,,
classe populaire,syt,11,5,5,1,4,5,2,3,1,,1,4,,1,,1
clientèle électoral,syt,3,2,1,,,3,,,,,2,1,,,,
clivage gauche-droite,syt,3,,,3,3,,,,,3,,,,,,
coin de rue,syt,2,,2,,1,1,,,1,,,1,,,,
colère du peuple,syt,2,1,1,,,2,,,,,1,1,,,,
colère légitime,syt,3,1,2,,,3,,,,,1,2,,,,
colère légitime du peuple,syt,2,1,1,,,2,,,,,1,1,,,,
collectivité départemental,syt,4,2,2,,,4,,,,,2,2,,,,
collectivité local,syt,7,4,2,1,,7,,,,,4,2,1,,,
collectivité national,syt,3,1,2,,,3,,,,,1,2,,,,
collectivité territorial,syt,15,10,5,,8,7,,5,3,,5,2,,,,
collège unique,syt,2,2,,,,2,,,,,2,,,,,
collégien du département,syt,2,1,1,,,2,,,,,1,1,,,,
colonne vertébral,syt,3,2,1,,1,2,,,1,,2,,,,,
combat historique,syt,2,2,,,,2,,,,,2,,,,,
combat politique,syt,5,,4,1,2,1,2,,2,,,1,,,1,1
comédie du pouvoir,syt,4,,4,,,4,,,,,,4,,,,
commande public,syt,2,1,1,,,2,,,,,1,1,,,,
commandement intégrer de l'otan,syt,2,1,,1,,2,,,,,1,,1,,,
commerce petit *,syt,5,1,4,,3,1,1,1,2,,,1,,,1,
commissaire politique,syt,8,,,8,,,8,,,,,,,,,8
commission d'enquête,syt,2,,2,,,,2,,,,,,,,2,
commission de contrôle,syt,2,,2,,1,,1,,1,,,,,,1,
commission de discipline,syt,2,2,,,2,,,2,,,,,,,,
communauté de commune,syt,5,2,3,,2,2,1,,2,,1,1,,1,,
communauté national,syt,23,6,14,3,2,13,8,1,,1,5,6,2,,8,
communication en mal d'inspiration,syt,2,1,1,,,2,,,,,1,1,,,,
communication externe,syt,2,1,1,,,2,,,,,1,1,,,,
communication politique,syt,2,1,,1,,2,,,,,1,,1,,,
compagnie pétrolier,syt,3,1,2,,1,1,1,,1,,1,,,,1,
compatriote d'outre-mer,syt,4,2,1,1,,3,1,,,,2,,1,,1,
compatriote de métropole,syt,2,,2,,1,,1,,1,,,,,,1,
compatriote des zone rural,syt,2,,2,,,1,1,,,,,1,,,1,
compatriote musulman,syt,2,,2,,,2,,,,,,2,,,,
compétence égal,syt,4,2,2,,2,,2,1,1,,,,,1,1,
complicité du gouvernement,syt,2,,2,,,2,,,,,,2,,,,
compromission genre,syt,2,1,1,,,2,,,,,1,1,,,,
compte de la réalité,syt,2,1,,1,,2,,,,,1,,1,,,
concurrence déloyal,syt,32,9,21,2,15,16,1,5,10,,3,11,2,1,,
concurrence international,syt,5,1,3,1,4,,1,1,2,1,,,,,1,
concurrence international déloyal,syt,8,1,3,4,5,,3,1,,4,,,,,3,
concurrence libre,syt,2,2,,,1,1,,1,,,1,,,,,
concurrence loyal,syt,2,2,,,,2,,,,,2,,,,,
concurrence sauvage,syt,5,3,1,1,1,4,,1,,,2,1,1,,,
condition d'une,syt,3,1,2,,2,,1,1,1,,,,,,1,
condition de travail,syt,3,1,2,,,2,1,,,,1,1,,,1,
condition qu'elle,syt,5,2,2,1,,5,,,,,2,2,1,,,
condition qu'on,syt,2,1,1,,,2,,,,,1,1,,,,
conférence de presse,syt,7,4,2,1,4,3,,3,1,,1,1,1,,,
conférence de presse thématique,syt,2,,2,,,2,,,,,,2,,,,
conflit d'intérêt,syt,9,4,5,,,8,1,,,,3,5,,1,,
conflit d'intérêts,syt,3,2,1,,,3,,,,,2,1,,,,
connaissance de cause,syt,3,1,2,,2,1,,1,1,,,1,,,,
conscience d'une histoire,syt,2,1,,1,,2,,,,,1,,1,,,
conscience national,syt,3,1,1,1,,3,,,,,1,1,1,,,
conscience politique,syt,2,,1,1,,1,1,,,,,,1,,1,
conseil général,syt,23,14,6,3,7,16,,6,,1,8,6,2,,,
conseil régional,syt,12,7,4,1,8,3,1,5,2,1,2,1,,,1,
conseiller en communication en mal d'inspiration,syt,2,1,1,,,2,,,,,1,1,,,,
conseiller municipal,syt,8,,2,6,3,3,2,,1,2,,1,2,,,2
conseiller territorial,syt,2,1,1,,,2,,,,,1,1,,,,
conséquence catastrophique,syt,3,2,1,,1,2,,1,,,1,1,,,,
conséquence de choix économique,syt,2,2,,,2,,,2,,,,,,,,
conséquence direct,syt,2,,2,,1,1,,,1,,,1,,,,
conséquence dramatique,syt,3,1,1,1,1,1,1,,,1,,1,,1,,
conséquence social,syt,2,1,1,,1,,1,,1,,,,,1,,
constitution européen,syt,3,,2,1,,2,1,,,,,1,1,,1,
construction artificiel,syt,3,1,2,,3,,,1,2,,,,,,,
construction européen,syt,6,2,2,2,4,2,,1,2,1,1,,1,,,
contexte économique,syt,2,2,,,2,,,2,,,,,,,,
continent européen,syt,2,,2,,,2,,,,,,2,,,,
contorsion idéologique,syt,2,1,1,,,2,,,,,1,1,,,,
contrainte européen,syt,2,,2,,,,2,,,,,,,,2,
contrat de stabilisation,syt,8,4,4,,,8,,,,,4,4,,,,
contrat social,syt,5,1,3,1,,5,,,,,1,3,1,,,
contrepartie d'une réduction drastique des investissement,syt,2,1,1,,,2,,,,,1,1,,,,
contribution net,syt,3,2,1,,1,2,,1,,,1,1,,,,
contribution social à l'importation,syt,2,,2,,1,,1,,1,,,,,,1,
contrôle du pluralisme s'est,syt,2,1,1,,,2,,,,,1,1,,,,
contrôle parlementaire,syt,2,1,1,,,2,,,,,1,1,,,,
contrôleur économique,syt,2,1,1,,,2,,,,,1,1,,,,
convention fiscal,syt,2,,2,,,1,1,,,,,1,,,1,
conviction profond,syt,2,1,1,,1,1,,,1,,1,,,,,
côté des sapeur-pompier volontaire,syt,2,1,1,,,2,,,,,1,1,,,,
cotisation salarial,syt,2,,2,,2,,,,2,,,,,,,
cotisation social,syt,4,,4,,2,,2,,2,,,,,,2,
couche de la société,syt,2,1,1,,,2,,,,,1,1,,,,
couleur de la peau,syt,2,2,,,1,,1,1,,,,,,1,,
coup d'insultes,syt,2,,2,,,2,,,,,,2,,,,
coup de baguette magique,syt,2,1,,1,,2,,,,,1,,1,,,
coup petit * de pouce,syt,2,,2,,2,,,,2,,,,,,,
couple franco-allemand,syt,2,2,,,,,2,,,,,,,2,,
couple homosexuel,syt,2,,1,1,1,,1,,,1,,,,,1,
courant politique,syt,2,,2,,2,,,,2,,,,,,,
courrier officiel,syt,2,1,1,,,2,,,,,1,1,,,,
course fou,syt,2,1,1,,,2,,,,,1,1,,,,
coût bas *,syt,3,,2,1,1,1,1,,,1,,1,,,1,
coût de l'essence,syt,2,1,1,,1,,1,,1,,,,,1,,
coût de la sortie de l'euro,syt,3,,3,,,,3,,,,,,,,3,
coût de production,syt,2,1,1,,2,,,1,1,,,,,,,
coût du service,syt,2,1,1,,,2,,,,,1,1,,,,
coût du travail,syt,2,1,1,,,2,,,,,1,1,,,,
création d'emploi,syt,2,,2,,2,,,,2,,,,,,,
création de syndicat,syt,2,1,1,,1,1,,,1,,1,,,,,
création de valeur,syt,2,,2,,1,1,,,1,,,1,,,,
crédibilité renforcer,syt,2,2,,,,2,,,,,2,,,,,
creuset républicain,syt,2,,1,1,2,,,,1,1,,,,,,
crise bancaire,syt,2,2,,,,,2,,,,,,,2,,
crise de l'euro,syt,3,1,2,,,3,,,,,1,2,,,,
crise économique,syt,6,2,2,2,3,3,,2,1,,,1,2,,,
crise financier,syt,3,1,2,,1,,2,,1,,,,,1,1,
crise n'est,syt,2,,1,1,,1,1,,,,,1,,,,1
croissance économique,syt,2,1,1,,,2,,,,,1,1,,,,
croissance mondial,syt,5,2,3,,2,3,,,2,,2,1,,,,
culte musulman,syt,3,1,1,1,2,1,,1,,1,,1,,,,
culture de l'excuse,syt,3,1,2,,,3,,,,,1,2,,,,
culture de la corruption,syt,2,1,1,,,2,,,,,1,1,,,,
culture de la probité,syt,2,1,1,,,2,,,,,1,1,,,,
culture de la transparence,syt,2,1,1,,,2,,,,,1,1,,,,
culture français,syt,5,3,2,,3,2,,3,,,,2,,,,
cumul des mandat,syt,2,,1,1,2,,,,1,1,,,,,,
cure thermal,syt,2,1,1,,,2,,,,,1,1,,,,
débat de fond,syt,2,2,,,,2,,,,,2,,,,,
débat du protectionnisme,syt,2,,2,,,2,,,,,,2,,,,
débat grand *,syt,2,1,,1,2,,,1,,1,,,,,,
débat n'est,syt,2,,2,,,2,,,,,,2,,,,
débat politique,syt,4,2,1,1,1,3,,1,,,1,1,1,,,
débat public,syt,17,,3,14,,17,,,,,,3,14,,,
débat sur l'euro,syt,3,,3,,,1,2,,,,,1,,,2,
début du quinquennat,syt,2,1,1,,,2,,,,,1,1,,,,
décembre dernier,syt,3,1,2,,,3,,,,,1,2,,,,
décentralisation irresponsable,syt,2,1,1,,,2,,,,,1,1,,,,
déchéance de nationalité,syt,2,2,,,1,1,,1,,,1,,,,,
décision de justice,syt,2,,2,,1,1,,,1,,,1,,,,
décision grand *,syt,2,2,,,,1,1,,,,1,,,1,,
décision prendre,syt,2,2,,,,2,,,,,2,,,,,
défense de l'intérêt,syt,2,1,,1,,2,,,,,1,,1,,,
défense des intérêt électoral,syt,3,,3,,2,,1,,2,,,,,,1,
défenseur des liberté,syt,2,1,1,,,2,,,,,1,1,,,,
déficit permanent,syt,2,2,,,,2,,,,,2,,,,,
délinquance des mineur,syt,3,,3,,,1,2,,,,,1,,,2,
délinquant étranger,syt,4,,4,,2,2,,,2,,,2,,,,
délit grave,syt,3,3,,,3,,,3,,,,,,,,
délit routier,syt,2,,2,,,,2,,,,,,,,2,
demande de référendum,syt,2,,2,,2,,,,2,,,,,,,
demande des homosexuel,syt,2,2,,,2,,,2,,,,,,,,
demandeur d'emploi,syt,2,,2,,,,2,,,,,,,,2,
demandeur d'emplois,syt,2,1,1,,,,2,,,,,,,1,1,
démocratie n'est,syt,3,2,1,,,3,,,,,2,1,,,,
déni de démocratie,syt,2,1,1,,1,,1,,1,,,,,1,,
déni permanent,syt,2,1,1,,,2,,,,,1,1,,,,
denier public,syt,3,2,1,,,3,,,,,2,1,,,,
départ d'échéance,syt,2,1,1,,,2,,,,,1,1,,,,
dépense d'investissement,syt,2,1,1,,,2,,,,,1,1,,,,
dépense de communication externe,syt,2,1,1,,,2,,,,,1,1,,,,
dépense de personnel,syt,2,1,1,,,2,,,,,1,1,,,,
dépense inadmissible,syt,2,1,1,,,2,,,,,1,1,,,,
dépense public,syt,13,8,5,,,13,,,,,8,5,,,,
dépense somptuaire,syt,2,1,1,,,2,,,,,1,1,,,,
dépense somptuaire en frais de représentation,syt,2,1,1,,,2,,,,,1,1,,,,
dépensionnite aïgue,syt,2,1,1,,,2,,,,,1,1,,,,
député mariniste,syt,2,,2,,2,,,,2,,,,,,,
député socialiste,syt,3,,3,,3,,,,3,,,,,,,
dérapage des budget de communication,syt,2,1,1,,,2,,,,,1,1,,,,
dérèglement mondial,syt,2,2,,,2,,,2,,,,,,,,
dérégulation du marché du travail,syt,2,,1,1,1,1,,,,1,,1,,,,
dérive financier,syt,2,1,1,,,2,,,,,1,1,,,,
descenseur social,syt,8,,8,,,8,,,,,,8,,,,
désengagement de l'etat,syt,5,2,2,1,,4,1,,,,2,1,1,,1,
